id;author;aff_id
7217892;Joanne Thoms;180
7217893;Vincent Vella;130
7217894;Ka-Po Lam;197
7217895;Stephen Andrew Hellberg;176
7217896;Richard Ellis-Braithwaite;117
7217897;Jonathan Kochems;70
7217898;A. Stott;172
7217899;N. M. Bahoshy;115
7217900;Marco Bonzanini;14
7217901;Hanan Halawani;174
7217902;Georgios Kontonatsios;36
7217903;Victor Bandur;87
7217904;Sheng Song Mei;37
7217905;Sotirios Ch. Diamantas;177
7217906;J. A. Chang;149
7217907;V. Thevendran;158
7217908;M. Tajdini;17
7217909;Tracey Ann Bale;166
7217910;Dari Trendafilov;73
7217911;Babak Khazaei;119
7217912;Muan Hong Ng;144
7217913;Keeley Alexandria Crockett;192
7217914;Ashutosh Trivedi 0001;36
7217915;Jawad Hasan Yasin AlKhateeb;72
7217916;J. Drummond;96
7217917;Ragad Mohammad Allwihan;122
7217918;Weigang Wang;141
7217919;Graham N. C. Kirby;15
7217920;Michel F. Randrianandrasana;107
7217921;Gilbert Thomas Laycock;112
7217922;Geoffrey Muragori Macharia;65
7217923;Paul D. Hankin;115
7217924;Jade Hind;55
7217925;Gabriela Asli Rino Nesin;197
7217926;Stewart John Marshall Green;154
7217927;Eduardo Fernández Canga;155
7217928;R. Daniel Resler;55
7217929;Michael John Short;41
7217930;Lawrence A. Spracklen;103
7217931;Nourah Shenaiber;60
7217932;Jennifer Ferreira;185
7217933;Murat Haciomeroglu;161
7217934;Nora Alkhaldi;165
7217935;Chris H. Pratten;132
7217936;Jane Sinclair;19
7217937;Mathieu Verbaere;171
7217938;Zbigniew Kwecka;112
7217939;Wim Julien Cornelius Melis;19
7217940;Anne Johnstone;118
7217941;Stephen O. Otim;31
7217942;Florian Block;151
7217943;Richard Pollard;36
7217944;Richard Mark Downing;196
7217945;Dilshat Hewzulla;32
7217946;Hugo Fuks;135
7217947;Tharinee Ramasoot;161
7217948;Yan Li 0031;157
7217949;Gabor Kecskemeti;72
7217950;Richard Anthony Russell;89
7217951;Huanjia Yang;103
7217952;Jonathan H. Fernyhough;36
7217953;Jeffrey S. Fenton;73
7217954;Yuedong Song;69
7217955;Donald M. S. Clark;90
7217956;Francis Oliver Bunnin;25
7217957;Nidal A. Al-Dmour;60
7217958;Jeunese A. Payne;162
7217959;Khaled Mohsen Ali-Faris Al-Hazmi;46
7217960;Karel Fuka;107
7217961;Sulaiman Al Amro;29
7217962;Junyao Huang;143
7217963;Ana Maria Dinis Moreira;33
7217964;Amirthalingam Ramanan;115
7217965;Galal Hassan Galal;83
7217966;Syed Noor-ul-Hassan Shirazi;131
7217967;Barbaros Yet;3
7217968;Peter Cowen;133
7217969;Garry Smith;17
7217970;John Nigel Gaunt Brittan;40
7217971;Yu Liu 0018;160
7217972;Nina Vyas;12
7217973;Neil Duncan McIntyre;79
7217974;Andreas Schuh;104
7217975;Roderick Chapman;45
7217976;Colin Rothwell;46
7217977;Maher Al-Aboodi;45
7217978;Chen Mao;36
7217979;Andreas Komninos;92
7217980;Jane Yin-Kim Yau;88
7217981;David England;38
7217982;Silke Maren Witt;151
7217983;Muna Hamdi;15
7217984;Khawaja Al-M. Haq;171
7217985;Robert Stewart 0001;147
7217986;Tatiana Vladimir Balikhina;140
7217987;C. Y. Wang 0001;174
7217988;Zaid Al-Zobaidi;153
7217989;Noushin Najjari;69
7217990;Ali Alqahtani;135
7217991;Mary Pamela Zajicek;136
7217992;G. C. Jain;48
7217993;Michael Morak;8
7217994;Yangyue Feng;48
7217995;Jan M. Maciejowski;168
7217996;Yasin I. Rosowsky;94
7217997;Efstratios Doukakis;37
7217998;Marko Bacic;153
7217999;Roger Collins;194
7218000;Oche Omobamibo Ejembi;63
7218001;Natalia Edwards;49
7218002;Dorine Gevaert;187
7218003;Dominic Roger Camus;141
7218004;Lorenzo Clemente;99
7218005;Peter J. Scott;100
7218006;Abdenour Amroun;95
7218007;V. S. Sunderam;129
7218008;Muhammad Tahir Qadri;62
7218009;Kent McClymont;95
7218010;Yang Hu 0004;33
7218011;D. C. Daws;162
7218012;Fred Howell;110
7218013;Ross Horne;10
7218014;Milena Radenkovic;162
7218015;James Pycock;146
7218016;Vasileios Triantafyllidis;182
7218017;Peter Hornsby;119
7218018;Ahmad Lutfi Amri Bin Ramli;194
7218019;Osama Younes;92
7218020;Mohamed S. El-Azhari;193
7218021;Mustafa Ali;94
7218022;Paolo Zuliani;77
7218023;Thao P. Le;101
7218024;Carolyn E. Phelan;103
7218025;Michael Harris;141
7218026;Mustafa A. Abusalah;141
7218027;Matthew John Storey;id
7218028;Shisheng Wang;21
7218029;Michael Rogers;148
7218030;Hao Wu 0038;52
7218031;Andrew Ravenscroft;18
7218032;Muhammad Anwar-ur-Rehman Pasha;149
7218033;Nirmalie Chandrika Wiratunga;8
7218034;Nicholas Alexander Johnson;56
7218035;Abdulkadir Farah;30
7218036;Haiyan Wang;173
7218037;Mathieu Bergeron;84
7218038;Christopher Lyon Anderson;55
7218039;Christopher Gathercole;155
7218040;Marilyn Lougher Vaughn;69
7218041;Shin-ya Katsumata;98
7218042;Essam Ghadafi;190
7218043;S. H. Jamieson;175
7218044;Albert Alderson;76
7218045;Bader Almutairi;134
7218046;Ian David Bede Stark;101
7218047;Michael Simpson;149
7218048;Jianming Cai;17
7218049;John Denis Wilcock;138
7218050;Christopher D. S. Moss;133
7218051;Piyanan Issaravit;102
7218052;Oscar Naim D'Paola;98
7218053;Ronaldo Parente de Menezes;91
7218054;Faraz Khan;187
7218055;Weiwei He;109
7218056;Richard Wheeldon;101
7218057;Edwin J. Bailey;139
7218058;Ross Duncan;21
7218059;Neville Grech;id
7218060;Simon J. Cox;2
7218061;David Philip Harry Gray;190
7218062;Kish Shen;24
7218063;David J. Mayes;13
7218064;Georgios A. Dafoulas;128
7218065;Amin Safaei;25
7218066;Luciano de Errico;116
7218067;Mark Zarb;164
7218068;Michael C. Fairhurst;6
7218069;Heyayda El Ghawalby;79
7218070;Mohammed Al-Badawi;43
7218071;Michael James Taylor;10
7218072;Euclid Keramopoulos;188
7218073;Nikitas Vaptismas;167
7218074;Christopher Piers Fowler;1
7218075;Sara Elisabeth Adams;103
7218076;Sunil Nakrani;126
7218077;Muhammad Kamran Naeem;192
7218078;P. R. S. White;147
7218079;Ahmad Khonsari;89
7218080;Ali Obied;187
7218081;Bernardus Ridder;94
7218082;Jennifer George;145
7218083;Richard Ian Taylor;181
7218084;Georgios Kyritsis;25
7218085;Michael Sheldon;49
7218086;Barney Pell;91
7218087;Mike Robinson;131
7218088;Paul David Tar;104
7218089;Richard Clayton;148
7218090;Steven J. Murdoch;87
7218091;James Edwards 0004;1
7218092;Thomas Andrew Kean;32
7218093;Malte Plath;17
7218094;Saleh M. Altowaijri;156
7218095;Sergio Bravo-Solorio;153
7218096;C. Hawksley;116
7218097;Albin E. Wallace;108
7218098;Ibrahim Olatunji Idowu;9
7218099;Alfred L. Brown;76
7218100;Afzan Adam;164
7218101;Charles Iheagwara;3
7218102;Ahmad Shubati;156
7218103;Amr Jadi;127
7218104;Diego Bricio Hernandez-Castanos;47
7218105;Dima Damen;143
7218106;Baharak Ahmaderaghi;86
7218107;José Gabriel de Figueiredo Coutinho;13
7218108;Johannes Dwiartanto;117
7218109;Paul Slavin;130
7218110;Dorothy Ndedi Monekosso;106
7218111;Jan Drugowitsch;14
7218112;Kevin Curran;130
7218113;Ben Kirman;182
7218114;Cosmos Andrea Nicolaou;131
7218115;Anthony Hennessey;68
7218116;Majid Azarakhsh;26
7218117;Alvin Kee Keong Tan;121
7218118;Fabio Papacchini;75
7218119;Stuart Richard Matthews;156
7218120;Fritz Georg Wollenweber;60
7218121;Rudy Prabowo;82
7218122;Ying Han;77
7218123;Moussa Ouedraogo;33
7218124;Nicholas John Rothwell;101
7218125;J. K. Voice;47
7218126;Yishi Zhao;117
7218127;Sasikumar Punnekkat;23
7218128;Alvaro Francisco Huertas-Rosero;149
7218129;Siti Rohkmah Binti Mohd Shukri;154
7218130;Tommaso D'Odorico;188
7218131;David A. Kinloch;58
7218132;Ali Mohammed S. M. Al-Khouri;106
7218133;Ahmad Salah El Ahmad;7
7218134;Edward Chi-Man Cheng;176
7218135;David Cobham;44
7218136;Mohammed AlRahmawy;122
7218137;Graeme Richard Smith;197
7218138;P. G. Kendrick;120
7218139;Fatimah Abdulsattar;149
7218140;Tran Thi Hong Minh;106
7218141;Anton Lokhmotov;15
7218142;Martin Peniak;25
7218143;Jamie Hillman;60
7218144;Nicolas Villar;157
7218145;Catherine Teehan;168
7218146;Robert Cain;26
7218147;James Alexander Osborne;70
7218148;Nouf Aljaffan;91
7218149;Edward M. Hadley;143
7218150;Nauman Ahmed Khan;73
7218151;Angela Lin;50
7218152;Philipp Hennig;129
7218153;Julie Elizabeth Weeds;187
7218154;Daniela Karin Busse;57
7218155;Rafael Henkin;166
7218156;Martin Flintham;92
7218157;Ruhma Tahir;34
7218158;M. R. Harris;18
7218159;Gudmund Grov;27
7218160;Raphael Haskell;44
7218161;Yongyan Zheng;116
7218162;A. Rizk;14
7218163;S. J. Cahill;48
7218164;David Picado-Muiño;111
7218165;Dantong Liu;162
7218166;Xiaohu Liu;54
7218167;Vijay K. Dialani;98
7218168;Nasir Touheed;117
7218169;Bill Stoddart;25
7218170;Nasser Salem Abouzakhar;194
7218171;David J. King;75
7218172;Mircea Cimpoi;150
7218173;Alexandros Bouganis;42
7218174;Carl Benjamin Simmons;63
7218175;Xiong Yu;144
7218176;Vasileios Exadaktylos;42
7218177;Ran Tao 0001;186
7218178;Gemmelia Eve Stapleton;68
7218179;A. S. Janet Van Der Linden;84
7218180;Alexander M. W. Peck;69
7218181;Galpayage Don Susantha Prasad Wilamaratne;93
7218182;Christopher Michael Angus;26
7218183;Jonathan Starck;1
7218184;Simon Moss;182
7218185;Randall J. Stark;125
7218186;Lu Lou;173
7218187;Adrian Stanley;176
7218188;Liang Zhao 0004;77
7218189;Daniel Paul Schostak;108
7218190;Sue Black 0001;128
7218191;Bogdan Vrusias;15
7218192;Andrew Secker;148
7218193;Bholanathsingh Surajbali;15
7218194;Aram Balian;117
7218195;Umran Ali;44
7218196;Chaiyakorn Yingsaeree;56
7218197;Michaela M. Black;158
7218198;R. F. Smith;101
7218199;Yuan Zhan;115
7218200;David Streader;156
7218201;Hüseyin Pehlivan;73
7218202;George I. Pangalos;191
7218203;Jennifer Ann Longster;84
7218204;Abbas A. Haydari;28
7218205;Maria Ulfah Siregar;128
7218206;Marcos Francisco Rosetti Sciutto;199
7218207;Mohammad Sapiyan;180
7218208;Ben Salem;101
7218209;Stewart Long;93
7218210;Alex Pfister;54
7218211;Shengchen Li;94
7218212;Nasser Alavi-Naeini;159
7218213;Peter de Bourcier;44
7218214;Pan Hui;174
7218215;Shinichiro Matsunaga;84
7218216;Kevin R. Page;35
7218217;Robert Hamill;69
7218218;Matthew Butler 0001;77
7218219;Ivans Lubenko;156
7218220;Chien-An Chen;20
7218221;Maria Maleshkova;89
7218222;Cheng Hu 0006;197
7218223;Einar Thorsen;2
7218224;Ho Duc Thang;111
7218225;Ben Ibinson;149
7218226;Ian Kirkland Livingstone;192
7218227;Evangelia Kalyvianaki;126
7218228;Tibor Sándor Bálint;92
7218229;Taiwo Oladipupo Ayodele;78
7218230;Farzaneh Sarafraz;135
7218231;Mohammed Ibrahim Alodib;67
7218232;Hossein Ragheb;89
7218233;Cecília Mary Fischer Rubira;59
7218234;Hsiang-Shang Ko;99
7218235;C. Eddie Moxey;50
7218236;C. P. Traynar;156
7218237;Yuan-Chi Tseng;97
7218238;Mark Andrew Stephens;45
7218239;Andi Bejleri;138
7218240;J. Psyrrakis;57
7218241;Christian Steinruecken;169
7218242;Daniel Taylor 0001;25
7218243;Pierre-André Dardignac;74
7218244;Christopher Holmes;83
7218245;Matthew J. Beal;93
7218246;Abdallah Deeb I. Al Zain;2
7218247;M. I. Davies;27
7218248;Antônio de Pádua Braga;189
7218249;Alastair H. Cummings;179
7218250;Adrian Francalanza;25
7218251;Julia Hunter;41
7218252;Alexander J. Pinkney;116
7218253;Marie Owens;187
7218254;Muhammad Naeem Ahmed Khan;165
7218255;Richard Stocker 0001;88
7218256;Remi Jounghuem Kwon;141
7218257;Osama M. Dorgham;76
7218258;Fahad Abdulkareem Alarifi;72
7218259;Mohd Rossmadi Bin Mokhtar;40
7218260;Brian Bowen;22
7218261;R. Ryde;87
7218262;Sarah Chisholm;155
7218263;Jie Li 0021;172
7218264;Edward Walker;140
7218265;Long Chen 0008;156
7218266;Hanting Xie;196
7218267;Matthew Hudson;126
7218268;Chanboon Sathitwiriyawong;125
7218269;Dimitrios Paris Darzentas;70
7218270;Johnston Paul Wray;125
7218271;Simon McGinnes;128
7218272;Imanol Luengo;73
7218273;Frank Taylor;178
7218274;Robert Warrender;74
7218275;Wayne Clements;19
7218276;C. Ryan;16
7218277;Rakkrit Duangsoithong;25
7218278;Jane Hillston;128
7218279;Nir Oren;17
7218280;Emmanouil I. Marakakis;189
7218281;Soonhwa Lee-Klenz;120
7218282;Flavien Flandrin;186
7218283;Lin Han;138
7218284;Stephen Richard Gulliver;88
7218285;Sang Cong Tran;114
7218286;Thomas James Harte;59
7218287;Gishantha I. F. Thantulage;55
7218288;Pedro Miguel Abreu Silva;71
7218289;Joseph Phillips;72
7218290;Ilango Leonardo Sriram;108
7218291;Adam Back;25
7218292;Paulo de Castro Aguiar;182
7218293;Quynh H. Nguyen;23
7218294;Timothy David Blanchard;170
7218295;Chathura M. Sarathchandra Magurawalage;52
7218296;Iman Alsharhan;84
7218297;Udeme Ekong;9
7218298;Mohammadreza Asghari Oskoei;183
7218299;Rashiq Rafiq Marie;133
7218300;Julius Tanyu Nganji;3
7218301;Marco Polo Perez Cervantes;7
7218302;Chengpu Li;156
7218303;Yongqiang Zhou;103
7218304;Bijan Shoushtarian;101
7218305;Ivan D. Crawford;183
7218306;Emeka Nwankwor;20
7218307;Andrew Batchelor;1
7218308;William Benfold;79
7218309;Faisal Mustafa;181
7218310;Mohamed Hussein 0001;4
7218311;Hamid Ohadi;18
7218312;Christine Franziska Grimm;160
7218313;James R. Cowie;44
7218314;Heather Maclaren;49
7218315;Somnath Ghosh;107
7218316;Alen D. Shapiro;88
7218317;Kaushala Dias;22
7218318;Nuzhah Gooda Sahib;62
7218319;Majed Farrash;175
7218320;Marvin G. Kelly;97
7218321;Antonis D. Papatsaras;173
7218322;Kostas Stergiou 0001;71
7218323;Rex Winsbury;16
7218324;Minahi Alotaibi;18
7218325;Timothy M. Jones 0001;193
7218326;Ian McDonald;23
7218327;U. Ferizi;127
7218328;Ian Michael O'Neill;158
7218329;Peter W. J. Morris;193
7218330;James G. Adam;11
7218331;Norbert Erich Buch;114
7218332;Anthony Gribben;56
7218333;Fadi Safieddine;135
7218334;Michele Filannino;28
7218335;Vladislav Kramarev;11
7218336;Lyndon Paul Drake;175
7218337;Graeme N. Dixon;146
7218338;Jelizaveta Konstantinova;62
7218339;J. Sadek;159
7218340;Po Leung;93
7218341;Yuning Chai;102
7218342;Anna K. Jordanous;86
7218343;Qiao Tang;47
7218344;Firas Omar;71
7218345;Amar Pravin Dhokia;93
7218346;Elmawati Laksmani Sutanto;149
7218347;Sam Cramer;71
7218348;Leighton Folkes;66
7218349;Sean Moran;128
7218350;Fabio Massimo Zennaro;99
7218351;Mustapha Soufian;13
7218352;Ryan Dalzell;124
7218353;Euan Strachan;176
7218354;Alan James Warn;183
7218355;Sanaa Abdullah M. Sharaf;141
7218356;Emine Gokce Aydal;162
7218357;Matthew Leeke;110
7218358;William Blum;56
7218359;Steven Gregory;39
7218360;Robert J. Mullen;125
7218361;Alfred Dielmann;124
7218362;Tawunrat Chalorthorn;172
7218363;Nazlia Omar;80
7218364;Zhibin Niu;158
7218365;Cory M. Knapp;19
7218366;Renato Samperio Melgoza;196
7218367;Lionel Barnett;26
7218368;Zang Yeng;139
7218369;Robert Wanat;106
7218370;Jan Chircop;33
7218371;Thorsten Gerdsmeier;176
7218372;Kai Sun 0002;5
7218373;Andre Oboler;178
7218374;Alwin de Rooij;41
7218375;Fathi Hassan Saad Mohammed;159
7218376;Jonathan Dale;162
7218377;Michael Andrew Lynch;30
7218378;R. Mandava;11
7218379;Nicolas Oros;90
7218380;Michael A. Firth;4
7218381;E. J. A. Davison;37
7218382;Javeed I. Mhar;47
7218383;Luca Penso Dolfin;16
7218384;Thomas Henry Outram Beach;134
7218385;Daniel Parnham;158
7218386;Paul Edward McKechnie;68
7218387;Mohammad Raza;191
7218388;Mark Davoren;16
7218389;Stephen McGregor;104
7218390;Paul Grigoras;4
7218391;Anna Magdalena Kosek;108
7218392;Zhe Jiang 0004;85
7218393;J. J. D'Azzo;90
7218394;Vishnu Arun Kumar Thumatty Rajan;125
7218395;Pascal Kesseli;145
7218396;Michael Leitner 0001;186
7218397;H. A. Barker;172
7218398;Surej Mouli;36
7218399;Zohreh Zakeri;194
7218400;Sabine Süsstrunk;161
7218401;Lachlan Urquhart;90
7218402;Teng Fu;167
7218403;Pollie Barden;108
7218404;Inah Omoronyia;166
7218405;Rachel Joy Craddock;149
7218406;Richard John Stapenhurst;161
7218407;P. D. Pearce;111
7218408;Fabio Ciravegna;181
7218409;Lawrence Bull;11
7218410;Jianqiang Yang;188
7218411;Jacqueline Anne Bettess;113
7218412;Jonathan Anderson;7
7218413;Amir Tomer;182
7218414;Alwyn Barry;15
7218415;Geoffrey Livingston Burn;100
7218416;Jocelyn Wishart;180
7218417;Hanita Hassan;75
7218418;Richard Bache;149
7218419;Epameinondas Gasparis;199
7218420;Melanie Schirmer;150
7218421;Daniel J. Holmes;15
7218422;Seyed Mohammadali Eslami;90
7218423;Dymitr Ruta;140
7218424;Alexandre N. Pechev;53
7218425;Alvin C. M. Kwan;155
7218426;Paul Butterley;12
7218427;David Maxwell;77
7218428;Kostantinos Dryllerakis;106
7218429;Ran Zhao 0002;156
7218430;S. A. Kent;172
7218431;A. K. Chakravarty;53
7218432;Colin G. Johnson;169
7218433;Dimitris Xydas;29
7218434;Mutiq Mohammed Almutiq;122
7218435;M. V. Mason;131
7218436;Philip Woodall;134
7218437;Harry Goldingay;87
7218438;Olle Fredriksson;198
7218439;Rafal Bogacz;44
7218440;Bobby R. Bruce;155
7218441;James Ballantyne;76
7218442;Lars Kotthoff;70
7218443;James Ohene-Djan;159
7218444;Christian Wagner 0002;195
7218445;Vasileios Vasaitis;128
7218446;Benjamin Charles Davis;194
7218447;Naghmeh Moradpoor Sheykhkanloo;10
7218448;J. A. Gibbons;187
7218449;Divya Prasad;132
7218450;Stamatia Giannarou;61
7218451;Meine Jochum Peter van der Meulen;168
7218452;Nadia Alshahwan;195
7218453;Ee Leong Lim;146
7218454;J. G. St. Quinton;179
7218455;Keyssy Guerra Perez;29
7218456;Naresh M. Patel;55
7218457;Saul Daniel Santilan-Gutierrez;186
7218458;Sobia Khan;135
7218459;Alistair Gibson Rust;153
7218460;Tajudeen Abayomi Atolagbe;87
7218461;M. Frentiu;88
7218462;Brian Mitchell;75
7218463;Xiaoyu Cheng;id
7218464;Justice Opara-Martins;86
7218465;Fariborz Entezami;120
7218466;Peter J. Brown;32
7218467;Fabrice P. Retkowsky;3
7218468;Binhui Chen;91
7218469;Michael Rossa;11
7218470;Victor Hernandez-Urbina;16
7218471;Panagiotis Saragiotis;50
7218472;Francis Rico Domingo;164
7218473;Ruixin Gao;49
7218474;Sye Loong Keoh;118
7218475;Srdan Marinovic;160
7218476;Yolanda Vazquez-Alvarez;174
7218477;Charalampos I. Theodoulidis;23
7218478;Fatima Cristina Canazaro Dargram;22
7218479;Allan Ramsay;196
7218480;Elisabetta Trezzi;115
7218481;Houda Benbrahim;147
7218482;E. Ribes Gomez;91
7218483;Iryna Tsimashenka;33
7218484;Naseer Al-Jawad;192
7218485;Mai Xu;127
7218486;Nuno Amaálio;164
7218487;Mohamed Mahmoud Youssef Shalaby;82
7218488;H. E. Jowsey;98
7218489;Paul James Power;39
7218490;Shenkai Gu;18
7218491;Stephen Meirion Hitchcock;14
7218492;Robert D. Fink;156
7218493;Perukrishnen Vytelingum;12
7218494;Boriana Koleva;192
7218495;Nickos Vasilonikolidakis;31
7218496;Muhammad Garba;156
7218497;Sherif El-Sayed Hussein;162
7218498;Josef Sivic;196
7218499;Michael John Arrowsmith;168
7218500;Lailatul Qadri Zakaria;134
7218501;Paul Gerard Donnelly;93
7218502;Sarah Kettley;4
7218503;Robert H. Wortham;85
7218504;Anjali Bharatkumar Samani;2
7218505;Paul Andrew Booth;46
7218506;Paul Howells;69
7218507;Muhammad Adnan 0001;125
7218508;Xingbo Li;119
7218509;Mark Paul D'Iverno;66
7218510;Aamir Khan;180
7218511;Christopher Rohan Senanayake;149
7218512;Sameera Alshayji;74
7218513;Robert Archer Snowdon;100
7218514;Mark Cameron Little;52
7218515;T. A. Berson;181
7218516;Sallyann Freudenberg;2
7218517;Renata Obiala;174
7218518;K.-M. Chao;70
7218519;Majed Mohammed Abdullah Al-Saeed;154
7218520;Enrique Edgar Villeda;63
7218521;Jian Chang;62
7218522;Manuel Marina Muller;55
7218523;Ahmed A. Elfituri;97
7218524;Sebastian Friston;85
7218525;Shern Shiou Tan;148
7218526;Robert Steven Patching;129
7218527;Kimberley M. Proudlock;5
7218528;Claire Ingram;125
7218529;W. A. K. Al-Hamdani;73
7218530;Dimitrios Liarokapis;163
7218531;Oscar Almer;157
7218532;N. M. Hart;156
7218533;Thomas Hedges;185
7218534;Ieuan Evans;53
7218535;Nithya Gopalakrishnan Nair;45
7218536;Ali Ghoroghi;26
7218537;Edward Blair Clark;86
7218538;Hao Jing;105
7218539;S. Dimolitsas;56
7218540;Victor González-Castro;109
7218541;Stefanos Eleftheriadis;39
7218542;Bing Han 0002;158
7218543;Florian Adamsky;4
7218544;Bharath Sudev;65
7218545;Jerone Theodore Alexander Andrews;149
7218546;Richard Holden;106
7218547;Steven J. Ramsay;138
7218548;Ricardo Contreas;14
7218549;Muhammad Arifur Rahman;120
7218550;Harsha Nishantha Deepal Appuhami Ralalage;id
7218551;Athena Eftychiou;97
7218552;Richard John Patrick Harrison;194
7218553;Armin Shams Baragh;40
7218554;Mohammad H. Alshira'H;7
7218555;L. Sun Woh;194
7218556;Yiwei Zhang 0002;14
7218557;Shahriar Asta;42
7218558;Kevin Johnson 0001;88
7218559;Nor Hisham Hamid;53
7218560;Gisele Lobo Pappa;190
7218561;Gary Allen;171
7218562;Arthur W. S. Cater;24
7218563;Yukun Liu;68
7218564;Julius C. Mong;104
7218565;Surachai Ongkittikul;165
7218566;Richard Bartlett Smith;61
7218567;Khalid Ibrahim AlShitri;98
7218568;Jose Rivera-Rubio;106
7218569;Mario Graff-Guerrero;177
7218570;Kenneth Gavin Neil Sutherland;89
7218571;Lee Prangnell;171
7218572;Jan Jürjens;26
7218573;Faisal Salem Alsrheed;38
7218574;Tuan Vuong;85
7218575;Mark James Weal;184
7218576;Demetris Kyriacou;81
7218577;Andy Shui-Yu Lai;40
7218578;Christopher Watson 0002;12
7218579;D. A. Horne;56
7218580;Daniel John Burton;80
7218581;Antonio Robles-Kelly;40
7218582;Zainab Ali Abbood;193
7218583;Christopher Wood;40
7218584;Weidong Gong;69
7218585;Simon Butler 0001;15
7218586;Zheng Wang 0001;128
7218587;Saeed Q. Al-Khalidi Al-Maliki;31
7218588;Golnaz Badkobeh;32
7218589;Brian Austin Tate;116
7218590;Weizhen Yang;189
7218591;Luis Miramontes Hercog;119
7218592;Changiz Delara;171
7218593;Samer Sa'adah;186
7218594;Siamak Tavakoli;28
7218595;K. P. Yu;25
7218596;Ted Emerson Dunning;62
7218597;Soha Maad;9
7218598;Masood Uzzafer;144
7218599;Victor Zverovich;193
7218600;Martin J. Wheatman;133
7218601;Mark Treglown;64
7218602;Konstantinos Bougioukos;101
7218603;Abdelhamid Abdouni;187
7218604;Y. J. Jiang;186
7218605;Alberto Pettorossi;167
7218606;M. Alauddin;70
7218607;Abdulmalik Danlami Mohammed;54
7218608;Ching-Yun Chang;102
7218609;Simon R. Rollinson;123
7218610;Gary Unthank;78
7218611;Asaad Moosa;86
7218612;Benjamin James Blundell;96
7218613;Steven Paul Bradley;70
7218614;James Allwright;100
7218615;Fernando Martínez Ortuño;96
7218616;Louai Maghrabi;136
7218617;Nwagwu Honour Chika;61
7218618;Mohammed Alreshoodi;85
7218619;Hengzhi Wu;164
7218620;Chi-yeung Lee;171
7218621;Kurt E. Dusterhoff;135
7218622;Mohsen Mesgarpour;114
7218623;Yufan Hu;115
7218624;Julian Ritchie;120
7218625;Andreas Schöter;121
7218626;Michael Green;5
7218627;Tarkan Tahseen;37
7218628;Susan E. Spenceley;107
7218629;Christopher Callum Thompson;42
7218630;L. M. Hobbs;180
7218631;Matthew Ball;150
7218632;Alan Dearle;90
7218633;Robert Piro;174
7218634;Martin J. Colley;26
7218635;Justin R. Andrews;62
7218636;Mark Owen;157
7218637;Paulo Jorge Gonçalves Pinto;37
7218638;Andrea Kleinsmith;181
7218639;Mohammad Dastbaz;1
7218640;Tarag Fahad;57
7218641;Mohammad Hassan Farhoudi;79
7218642;Cliff B. Jones;24
7218643;Winston Anthony D'Souza;118
7218644;James Dyer;82
7218645;Robert F. Oates;20
7218646;Tania Patricia Heap;138
7218647;Vajirapan Panumong;155
7218648;Ruihao Li;114
7218649;Fengyun Lu;101
7218650;S. N. Khan;id
7218651;Turki Alanzi;178
7218652;Stephen Murrell;73
7218653;Frøy Birte Bjørneseth;185
7218654;E. Moseley;117
7218655;Thusitha Bernad Abeysekara;162
7218656;Yang Lin;84
7218657;Matthew Pike;76
7218658;Mandy Haggith;37
7218659;Marwa Salayma;95
7218660;J. B. Seamus Gallagher;67
7218661;Hany Azzam;159
7218662;Sean Reed;148
7218663;Samir S. Al-Khayatt;170
7218664;Kashif Kifayat;72
7218665;Kwok Cheung Yeung;180
7218666;Gilberto Amado de Azevedo Cysneiros Filho;40
7218667;Joanna Katherine Hartley;179
7218668;Kwanchiva Thangthai;106
7218669;C. Pattinson;64
7218670;Rosilah Hassan;114
7218671;Biju John;182
7218672;Ana Matran-Fernandez;155
7218673;Alexis L. Lluis-Gomez;25
7218674;Fangzhong Su;123
7218675;Timothy J. Troup;173
7218676;Christopher John Price;33
7218677;Simon Yuill;34
7218678;Alejandra Duenas;28
7218679;Xian Chen;97
7218680;Ian D. Watson;190
7218681;Keith Sibson;123
7218682;Dominik Schmidt;48
7218683;Thabat Thabet;155
7218684;Hadi Larijani;57
7218685;Uchenna Ojiako;56
7218686;Geoffrey Tochukwu Ndu;77
7218687;Mei Shin Oh;62
7218688;Jamil Ahmad;25
7218689;Mark Dixon;47
7218690;Irfan Habib;121
7218691;Gi Hwan Cho;174
7218692;Sahar Ahmadzadeh-Ghahnaviehei;186
7218693;Bihan Jiang;68
7218694;Richard P. Hopkins;163
7218695;Matthew Jess Brook;56
7218696;Jamal Al-Sumait;5
7218697;Cesar Augusto Marin Pitalua;17
7218698;J. B. Comerford;71
7218699;Faisal Azhar;17
7218700;Mohammad Bsoul;135
7218701;Ardeshir Osanlou;153
7218702;Kevin James Spellman;180
